,Title,Production Budget,Worldwide,Domestic,Foreign,Year,Awards,Genre,Production,Rated,Imdb Rating
0,Jurassic World,"$215,000,000","$1,670,400,637","$652,270,625","$1,018,130,012",2015,15 wins & 57 nominations.,"Action, Adventure, Sci-Fi",Universal Pictures,PG-13,7.0
1,Furious 7,"$190,000,000","$1,515,047,671","$353,007,020","$1,162,040,651",2015,Nominated for 1 Golden Globe. Another 33 wins & 34 nominations.,"Action, Adventure, Thriller",Universal Pictures,PG-13,7.2
2,Avengers: Age of Ultron,"$365,000,000","$1,402,805,868","$459,005,868","$943,800,000",2015,8 wins & 47 nominations.,"Action, Adventure, Sci-Fi",Walt Disney Pictures,PG-13,7.3
3,Minions,"$74,000,000","$1,159,398,397","$336,045,770","$823,352,627",2015,Nominated for 1 BAFTA Film Award. Another 4 wins & 25 nominations.,"Animation, Adventure, Comedy, Family, Sci-Fi",Universal Pictures,PG,6.4
4,Spectre,"$300,000,000","$880,674,609","$200,074,609","$680,600,000",2015,Won 1 Oscar. Another 7 wins & 34 nominations.,"Action, Adventure, Thriller",Sony Pictures,PG-13,6.8
5,Batman v Superman: Dawn of Justice,"$263,000,000","$873,634,919","$330,360,194","$543,274,725",2016,14 wins & 33 nominations.,"Action, Adventure, Sci-Fi",Warner Bros. Pictures,PG-13,6.5
6,Inside Out,"$175,000,000","$857,611,174","$356,461,711","$501,149,463",2015,Won 1 Oscar. Another 97 wins & 113 nominations.,"Animation, Adventure, Comedy, Drama, Family, Fantasy",Disney/Pixar,PG,8.2
7,The Hunger Games: Mockingjay - Part 2,"$160,000,000","$658,344,137","$281,723,902","$376,620,235",2015,16 wins & 34 nominations.,"Action, Adventure, Sci-Fi, Thriller",Lionsgate Films,PG-13,6.5
8,The Martian,"$108,000,000","$630,161,890","$228,433,663","$401,728,227",2015,Nominated for 7 Oscars. Another 40 wins & 188 nominations.,"Adventure, Drama, Sci-Fi",20th Century Fox,PG-13,8.0
9,Fifty Shades of Grey,"$40,000,000","$569,651,467","$166,167,230","$403,484,237",2015,Nominated for 1 Oscar. Another 9 wins & 26 nominations.,"Drama, Romance, Thriller",Focus Features,R,4.1
10,Cinderella,"$95,000,000","$542,351,353","$201,151,353","$341,200,000",2015,Nominated for 1 Oscar. Another 8 wins & 36 nominations.,"Drama, Family, Fantasy, Romance",Walt Disney Pictures,PG,6.9
11,Cinderella,"$2,900,000","$542,351,353","$201,151,353","$341,200,000",2015,Nominated for 1 Oscar. Another 8 wins & 36 nominations.,"Drama, Family, Fantasy, Romance",Walt Disney Pictures,PG,6.9
12,The Revenant,"$135,000,000","$532,950,503","$183,637,894","$349,312,609",2015,Won 3 Oscars. Another 88 wins & 185 nominations.,"Action, Adventure, Biography, Drama, History, Western",20th Century Fox,R,8.0
13,Ant-Man,"$130,000,000","$519,311,965","$180,202,163","$339,109,802",2015,Nominated for 1 BAFTA Film Award. Another 3 wins & 33 nominations.,"Action, Adventure, Comedy, Sci-Fi",Disney/Marvel,PG-13,7.3
14,Hotel Transylvania 2,"$80,000,000","$474,800,000","$169,700,110","$305,099,890",2015,1 win & 10 nominations.,"Animation, Comedy, Family, Fantasy, Horror",Sony Pictures,PG,6.7
15,San Andreas,"$110,000,000","$473,990,832","$155,190,832","$318,800,000",2015,2 wins & 10 nominations.,"Action, Adventure, Drama, Thriller",Warner Bros.,PG-13,6.0
16,Kingsman: The Secret Service,"$94,000,000","$414,351,546","$128,261,724","$286,089,822",2014,8 wins & 27 nominations.,"Action, Adventure, Comedy, Thriller",20th Century Fox,R,7.7
17,Home,"$130,000,000","$386,041,607","$177,397,510","$208,644,097",2015,3 wins & 9 nominations.,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",DreamWorks Animation,PG,6.6
18,Home,"$12,000,000","$386,041,607","$177,397,510","$208,644,097",2015,3 wins & 9 nominations.,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",DreamWorks Animation,PG,6.6
19,Mad Max: Fury Road,"$150,000,000","$374,736,354","$153,636,354","$221,100,000",2015,Won 6 Oscars. Another 234 wins & 220 nominations.,"Action, Adventure, Sci-Fi, Thriller",Warner Bros.,R,8.1
20,The Good Dinosaur,"$187,500,000","$332,207,671","$123,087,120","$209,120,551",2015,Nominated for 1 Golden Globe. Another 9 wins & 40 nominations.,"Animation, Adventure, Comedy, Drama, Family, Fantasy",Disney/Pixar,PG,6.7
21,Taken 3,"$48,000,000","$326,479,141","$89,256,424","$237,222,717",2014,3 wins & 2 nominations.,"Action, Thriller",20th Century Fox,PG-13,6.0
22,The SpongeBob Movie: Sponge Out of Water,"$74,000,000","$325,186,032","$162,994,032","$162,192,000",2015,1 win & 9 nominations.,"Animation, Adventure, Comedy, Family, Fantasy",Paramount Pictures,PG,6.0
23,Maze Runner: The Scorch Trials,"$61,000,000","$312,296,056","$81,697,192","$230,598,864",2015,2 wins & 5 nominations.,"Action, Adventure, Sci-Fi, Thriller",20th Century Fox,PG-13,6.3
24,Pitch Perfect 2,"$29,000,000","$287,144,079","$184,296,230","$102,847,849",2015,9 wins & 16 nominations.,"Comedy, Music",Universal Pictures,PG-13,6.4
25,The Peanuts Movie,"$99,000,000","$246,233,113","$130,178,411","$116,054,702",2015,Nominated for 1 Golden Globe. Another 2 wins & 47 nominations.,"Animation, Adventure, Comedy, Drama, Family",20th Century Fox,G,7.1
26,Pixels,"$90,000,000","$244,874,809","$78,747,585","$166,127,224",2015,4 wins & 9 nominations.,"Action, Comedy, Sci-Fi",Sony Pictures,PG-13,5.5
27,Alvin and the Chipmunks: The Road Chip,"$90,000,000","$234,798,636","$85,886,987","$148,911,649",2015,1 win & 4 nominations.,"Animation, Adventure, Comedy, Family, Fantasy, Music",20th Century Fox,PG,5.0
28,Ted 2,"$68,000,000","$215,863,606","$81,476,385","$134,387,221",2015,3 wins & 4 nominations.,Comedy,Universal Pictures,R,6.3
29,Tomorrowland,"$170,000,000","$209,035,668","$93,436,322","$115,599,346",2015,2 wins & 19 nominations.,"Action, Adventure, Family, Fantasy, Mystery, Sci-Fi",Walt Disney Pictures,PG,6.4
30,Everest,"$65,000,000","$203,427,584","$43,482,270","$159,945,314",2015,1 win & 8 nominations.,"Action, Adventure, Biography, Drama, Thriller",Universal Pictures,PG-13,7.1
31,Straight Outta Compton,"$28,000,000","$201,634,991","$161,197,785","$40,437,206",2015,Nominated for 1 Oscar. Another 28 wins & 39 nominations.,"Biography, Drama, History, Music",Universal Pictures,R,7.9
32,The Intern,"$40,000,000","$194,564,672","$75,764,672","$118,800,000",2015,1 win & 7 nominations.,"Comedy, Drama",Warner Bros. Pictures,PG-13,7.1
33,Jupiter Ascending,"$179,000,000","$183,887,723","$47,387,723","$136,500,000",2015,4 wins & 16 nominations.,"Action, Adventure, Sci-Fi",Warner Bros. Pictures,PG-13,5.3
34,Creed,"$37,000,000","$173,567,581","$109,767,581","$63,800,000",2015,Nominated for 1 Oscar. Another 46 wins & 62 nominations.,"Drama, Sport",Warner Bros.,PG-13,7.6
35,Fantastic Four,"$87,500,000","$167,882,881","$56,117,548","$111,765,333",2005,3 wins & 12 nominations.,"Action, Adventure, Fantasy, Sci-Fi",20th Century Fox,PG-13,5.7
36,Bridge of Spies,"$40,000,000","$165,478,348","$72,313,754","$93,164,594",2015,Won 1 Oscar. Another 30 wins & 101 nominations.,"Drama, History, Thriller",Dreamworks Pictures,PG-13,7.6
37,Focus,"$65,000,000","$158,762,963","$53,862,963","$104,900,000",2015,3 nominations.,"Comedy, Crime, Drama, Romance",Warner Bros. Pictures,R,6.6
38,Goosebumps,"$58,000,000","$158,260,952","$80,080,379","$78,180,573",2015,4 nominations.,"Adventure, Comedy, Family, Fantasy, Horror",Sony Pictures,PG,6.3
39,The Hateful Eight,"$62,000,000","$155,760,117","$54,117,416","$101,642,701",2015,Won 1 Oscar. Another 40 wins & 115 nominations.,"Crime, Drama, Mystery, Thriller, Western",The Weinstein Company,R,7.8
40,Gods of Egypt,"$140,000,000","$150,680,864","$31,153,464","$119,527,400",2016,2 wins & 14 nominations.,"Action, Adventure, Fantasy",Lionsgate,PG-13,5.4
41,The Last Witch Hunter,"$80,000,000","$146,936,910","$27,367,660","$119,569,250",2015,1 nomination.,"Action, Adventure, Fantasy",Summit Entertainment.,PG-13,6.0
42,Trainwreck,"$35,000,000","$140,795,793","$110,212,700","$30,583,093",2015,Nominated for 2 Golden Globes. Another 5 wins & 25 nominations.,"Comedy, Drama, Romance",Universal Pictures,R,6.2
43,Point Break,"$100,000,000","$133,718,711","$28,782,481","$104,936,230",1991,1 win & 2 nominations.,"Action, Crime, Thriller",Twentieth Century Fox Home Entertainment,R,7.3
44,Point Break,"$24,000,000","$133,718,711","$28,782,481","$104,936,230",1991,1 win & 2 nominations.,"Action, Crime, Thriller",Twentieth Century Fox Home Entertainment,R,7.3
45,The Big Short,"$28,000,000","$133,440,870","$70,259,870","$63,181,000",2015,Won 1 Oscar. Another 37 wins & 80 nominations.,"Biography, Comedy, Drama, History",Paramount Pictures,R,7.8
46,Pan,"$150,000,000","$128,388,320","$35,088,320","$93,300,000",2015,8 nominations.,"Adventure, Comedy, Family, Fantasy",Warner Bros.,PG,5.7
47,Ride Along 2,"$40,000,000","$124,605,297","$91,221,830","$33,383,467",2016,1 win & 7 nominations.,"Action, Comedy, Crime",Universal Pictures,PG-13,5.9
48,Magic Mike XXL,"$14,500,000","$117,813,057","$66,013,057","$51,800,000",2015,2 wins & 5 nominations.,"Comedy, Drama, Music",Warner Bros. Pictures,R,5.6
49,Get Hard,"$40,000,000","$111,711,453","$90,411,453","$21,300,000",2015,2 nominations.,"Comedy, Crime",Warner Bros. Pictures,R,6.0
50,The 5th Wave,"$38,000,000","$109,906,372","$34,916,787","$74,989,585",2016,1 nomination.,"Action, Adventure, Drama, Fantasy, Sci-Fi, Thriller",Sony Pictures,PG-13,5.2
51,Paul Blart: Mall Cop 2,"$38,000,000","$107,588,225","$71,038,190","$36,550,035",2015,1 win & 9 nominations.,"Action, Comedy, Crime, Family",Sony Pictures,PG,4.4
52,Vacation,"$31,000,000","$107,228,221","$58,884,188","$48,344,033",2015,1 win & 3 nominations.,"Adventure, Comedy",Warner Bros. Pictures,R,6.1
53,Sisters,"$30,000,000","$105,011,053","$87,044,645","$17,966,408",2015,4 nominations.,Comedy,Universal Pictures,R,6.0
54,Chappie,"$49,000,000","$102,811,889","$31,569,268","$71,242,621",2015,3 nominations.,"Action, Crime, Drama, Sci-Fi, Thriller",Sony Pictures,R,6.8
55,Joy,"$60,000,000","$101,134,059","$56,451,232","$44,682,827",2015,Nominated for 1 Oscar. Another 8 wins & 22 nominations.,Drama,20th Century Fox,PG-13,6.6
56,Black Mass,"$53,000,000","$99,775,678","$62,575,678","$37,200,000",2015,6 wins & 24 nominations.,"Biography, Crime, Drama",Warner Bros Pictures,R,6.9
57,Spotlight,"$20,000,000","$98,690,254","$45,055,776","$53,634,478",2015,Won 2 Oscars. Another 123 wins & 141 nominations.,"Biography, Crime, Drama",Open Road Films,R,8.1
58,The Visit,"$5,000,000","$98,450,062","$65,206,105","$33,243,957",2015,1 win & 14 nominations.,"Horror, Mystery, Thriller",Universal Pictures,PG-13,6.2
59,The Little Prince,"$77,500,000","$97,571,250","$1,339,152","$96,232,098",2015,6 wins & 14 nominations.,"Animation, Adventure, Drama, Family, Fantasy",Netflix,PG,7.7
60,Poltergeist,"$35,000,000","$95,437,994","$47,425,125","$48,012,869",1982,Nominated for 3 Oscars. Another 4 wins & 4 nominations.,"Horror, Thriller",MGM Home Entertainment,PG,7.3
61,Poltergeist,"$10,700,000","$95,437,994","$47,425,125","$48,012,869",1982,Nominated for 3 Oscars. Another 4 wins & 4 nominations.,"Horror, Thriller",MGM Home Entertainment,PG,7.3
62,In the Heart of the Sea,"$100,000,000","$93,920,758","$25,020,758","$68,900,000",2015,1 win & 5 nominations.,"Action, Adventure, Biography, Drama, History",Warner Bros. Pictures,PG-13,6.9
63,Southpaw,"$30,000,000","$91,970,827","$52,421,953","$39,548,874",2015,11 nominations.,"Drama, Sport",The Weinstein Company,R,7.4
64,The Second Best Exotic Marigold Hotel,"$10,000,000","$85,978,266","$33,078,266","$52,900,000",2015,3 nominations.,"Comedy, Drama",20th Century Fox,PG,6.6
65,Paper Towns,"$12,000,000","$85,512,300","$32,000,304","$53,511,996",2015,4 wins & 3 nominations.,"Comedy, Drama, Mystery, Romance",20th Century Fox,PG-13,6.3
66,Sicario,"$30,000,000","$84,872,444","$46,889,293","$37,983,151",2015,Nominated for 3 Oscars. Another 15 wins & 151 nominations.,"Action, Crime, Drama, Mystery, Thriller",Lionsgate,R,7.6
67,Hitman: Agent 47,"$35,000,000","$82,347,656","$22,467,450","$59,880,206",2015,2 nominations.,"Action, Crime, Thriller",20th Century Fox,R,5.7
68,The Wedding Ringer,"$23,000,000","$79,799,880","$64,460,211","$15,339,669",2015,2 wins & 4 nominations.,Comedy,Sony Screen Gems,R,6.6
69,Paranormal Activity: The Ghost Dimension,"$10,000,000","$78,903,124","$18,300,124","$60,603,000",2015,1 win & 4 nominations.,"Horror, Mystery, Thriller",Paramount Pictures,R,4.6
70,War Room,"$3,000,000","$73,256,266","$67,790,117","$5,466,149",2015,4 wins.,Drama,Sony Pictures,PG,6.5
71,The Age of Adaline,"$30,000,000","$65,663,276","$42,629,776","$23,033,500",2015,1 win & 10 nominations.,"Drama, Fantasy, Romance",Lionsgate,PG-13,7.2
72,The Boy,"$10,000,000","$64,188,367","$35,819,556","$28,368,811",2016,6 nominations.,"Horror, Mystery, Thriller",STX Entertainment,PG-13,6.0
73,The Longest Ride,"$34,000,000","$62,944,815","$37,446,117","$25,498,698",2015,1 win & 5 nominations.,"Drama, Romance",20th Century Fox,PG-13,7.1
74,Unfriended,"$1,000,000","$62,882,090","$32,482,090","$30,400,000",2014,3 wins & 6 nominations.,"Horror, Mystery, Thriller",Universal Pictures,R,5.5
75,Brooklyn,"$11,000,000","$62,076,141","$38,322,743","$23,753,398",2015,Nominated for 3 Oscars. Another 39 wins & 153 nominations.,"Drama, Romance",Fox Searchlight Pictures,PG-13,7.5
76,Woman in Gold,"$11,000,000","$61,619,773","$33,307,793","$28,311,980",2015,6 nominations.,"Biography, Drama, History",The Weinstein Company,PG-13,7.3
77,Krampus,"$15,000,000","$61,548,707","$42,725,475","$18,823,232",2015,4 wins & 14 nominations.,"Comedy, Drama, Fantasy, Horror",Universal Pictures,PG-13,6.1
78,The Perfect Guy,"$18,000,000","$60,273,173","$57,027,435","$3,245,738",2015,2 wins & 3 nominations.,"Crime, Drama, Horror, Mystery, Romance, Thriller",Sony Pictures,PG-13,5.6
79,The Gift,"$10,000,000","$58,978,653","$43,787,265","$15,191,388",2015,2 wins & 12 nominations.,"Drama, Mystery, Thriller",STX Entertainment,R,7.0
80,The Gift,"$5,000,000","$58,978,653","$43,787,265","$15,191,388",2015,2 wins & 12 nominations.,"Drama, Mystery, Thriller",STX Entertainment,R,7.0
81,No Escape,"$5,000,000","$54,418,872","$27,288,872","$27,130,000",2015,2 wins & 1 nomination.,"Action, Thriller",The Weinstein Company,R,6.8
82,Sinister 2,"$10,000,000","$53,329,150","$27,740,955","$25,588,195",2015,1 win & 3 nominations.,"Horror, Mystery, Thriller",Focus Features,R,5.3
83,The Boy Next Door,"$4,000,000","$52,425,855","$35,423,380","$17,002,475",2015,1 win & 6 nominations.,"Horror, Thriller",Universal Pictures,R,4.7
84,The Night Before,"$25,000,000","$52,395,996","$43,047,372","$9,348,624",2015,2 nominations.,"Comedy, Fantasy",Sony Films,R,6.4
85,Hot Pursuit,"$35,000,000","$51,380,201","$34,580,201","$16,800,000",2015,4 nominations.,"Action, Comedy, Crime",Warner Bros. Pictures,PG-13,5.1
86,Concussion,"$35,000,000","$48,623,572","$34,542,474","$14,081,098",2015,Nominated for 1 Golden Globe. Another 4 wins & 15 nominations.,"Biography, Drama, Sport",Sony Pictures,PG-13,7.1
87,Mortdecai,"$60,000,000","$47,275,695","$7,696,134","$39,579,561",2015,1 win & 8 nominations.,"Action, Comedy, Crime, Mystery, Romance",Liongate Films,R,5.5
88,"McFarland, USA","$17,000,000","$45,710,059","$44,482,410","$1,227,649",2015,4 wins & 3 nominations.,"Biography, Drama, Sport",Walt Disney Pictures,PG,7.4
89,Still Alice,"$5,000,000","$44,779,195","$18,754,371","$26,024,824",2014,Won 1 Oscar. Another 32 wins & 33 nominations.,Drama,Sony Pictures Classics,PG-13,7.5
90,Max,"$20,000,000","$43,967,255","$42,656,255","$1,311,000",2015,1 win & 1 nomination.,"Adventure, Drama, Family, War",Warner Bros. Pictures,PG,6.7
91,Legend,"$25,000,000","$42,972,994","$1,872,994","$41,100,000",2015,6 wins & 10 nominations.,"Biography, Crime, Drama, Thriller",Universal Studios,R,6.9
92,Legend,"$25,000,000","$42,972,994","$1,872,994","$41,100,000",2015,6 wins & 10 nominations.,"Biography, Crime, Drama, Thriller",Universal Studios,R,6.9
93,Love the Coopers,"$18,000,000","$42,426,912","$26,302,731","$16,124,181",2015,2 nominations.,"Comedy, Fantasy, Romance",Groundswell,PG-13,5.8
94,The Lady in the Van,"$6,000,000","$41,387,687","$10,021,175","$31,366,512",2015,Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,"Biography, Comedy, Drama",Sony Pictures,PG-13,6.7
95,Ricki and the Flash,"$18,000,000","$41,325,328","$26,822,144","$14,503,184",2015,4 nominations.,"Comedy, Drama, Music",Sony Pictures,PG-13,5.9
96,Carol,"$11,800,000","$40,272,135","$12,711,491","$27,560,644",2015,Nominated for 6 Oscars. Another 76 wins & 240 nominations.,"Drama, Romance",The Weinstein Company,R,7.2
97,A Walk in the Woods,"$8,000,000","$37,461,274","$29,504,281","$7,956,993",2015,1 nomination.,"Adventure, Biography, Comedy, Drama",Broad Green Pictures,R,6.3
98,Ex Machina,"$13,000,000","$36,869,414","$25,442,958","$11,426,456",2014,Won 1 Oscar. Another 71 wins & 154 nominations.,"Drama, Mystery, Sci-Fi, Thriller",A24 Films,R,7.7
99,Burnt,"$20,000,000","$36,606,743","$13,651,946","$22,954,797",2015,6 wins & 1 nomination.,"Comedy, Drama",The Weinstein Company,R,6.6
100,Room,"$13,000,000","$35,401,758","$14,677,654","$20,724,104",2015,Won 1 Oscar. Another 104 wins & 139 nominations.,"Drama, Thriller",Element Pictures,R,8.1
101,Secret in Their Eyes,"$20,000,000","$34,854,990","$20,180,155","$14,674,835",2015,2 wins & 3 nominations.,"Crime, Drama, Mystery, Thriller",STX Entertainment,PG-13,6.3
102,Steve Jobs,"$30,000,000","$34,441,873","$17,766,658","$16,675,215",2015,Nominated for 2 Oscars. Another 28 wins & 110 nominations.,"Biography, Drama",Universal Pictures,R,7.2
103,Victor Frankenstein,"$40,000,000","$34,227,298","$5,775,076","$28,452,222",2015,4 wins & 1 nomination.,"Drama, Horror, Sci-Fi, Thriller",Eclectic Pictures,PG-13,6.0
104,Suffragette,"$14,000,000","$31,972,096","$4,702,420","$27,269,676",2015,17 wins & 15 nominations.,"Biography, Drama, History",Focus Features,PG-13,6.9
105,The 33,"$25,000,000","$27,972,023","$12,227,722","$15,744,301",2015,8 wins & 7 nominations.,"Biography, Drama, History",Warner Bros. Pictures,PG-13,6.9
106,Aloha,"$37,000,000","$26,250,020","$21,067,116","$5,182,904",2015,2 wins & 7 nominations.,"Comedy, Drama, Romance",Sony Pictures,PG-13,5.4
107,The Gunman,"$40,000,000","$24,177,137","$10,664,749","$13,512,388",2015,1 nomination.,"Action, Crime, Drama, Mystery, Thriller",Open Road Films,R,5.8
108,The Dressmaker,"$11,900,000","$23,762,417","$2,022,115","$21,740,302",2015,15 wins & 38 nominations.,"Comedy, Drama",Amazon Studios &amp; Broad Green Pictures,R,7.1
109,Youth,"$13,000,000","$23,459,358","$2,703,296","$20,756,062",2015,Nominated for 1 Oscar. Another 20 wins & 55 nominations.,"Comedy, Drama, Music, Romance",Fox Searchlight,R,7.3
110,Youth,"$13,000,000","$227,091,290","$1,891,956","$225,199,334",2015,Nominated for 1 Oscar. Another 20 wins & 55 nominations.,"Comedy, Drama, Music, Romance",Fox Searchlight,R,7.3
111,Fifty Shades of Black,"$5,000,000","$22,227,514","$11,686,940","$10,540,574",2016,2 wins & 4 nominations.,Comedy,Open Road Films,R,3.5
112,Black or White,"$9,000,000","$21,833,967","$21,571,189","$262,778",2014,2 wins & 2 nominations.,Drama,Relativity Media,PG-13,6.6
113,It Follows,"$2,000,000","$21,528,593","$14,674,076","$6,854,517",2014,25 wins & 41 nominations.,"Horror, Mystery, Thriller",Radius-TWC,R,6.8
114,Brothers,"$26,000,000","$19,694,450","$613,775","$19,080,675",2009,Nominated for 2 Golden Globes. Another 4 wins & 14 nominations.,"Action, Drama, Thriller, War",Lionsgate Films,R,7.1
115,Brothers,"$13,000,000","$19,694,450","$613,775","$19,080,675",2009,Nominated for 2 Golden Globes. Another 4 wins & 14 nominations.,"Action, Drama, Thriller, War",Lionsgate Films,R,7.1
116,Blackhat,"$70,000,000","$19,652,057","$8,005,980","$11,646,077",2015,1 win & 5 nominations.,"Action, Crime, Thriller",Universal Studios,R,5.4
117,Dope,"$7,000,000","$17,986,781","$17,506,470","$480,311",2015,6 wins & 23 nominations.,"Comedy, Crime, Drama",Open Road Films,R,7.2
118,Regression,"$20,000,000","$17,671,101","$55,039","$17,616,062",2015,1 win & 2 nominations.,"Crime, Horror, Mystery, Thriller",The Weinstein Company,R,5.7
119,Little Boy,"$20,000,000","$17,572,289","$6,485,961","$11,086,328",2015,1 nomination.,"Drama, History, War",Open Road Films,PG-13,7.4
120,While We're Young,"$10,000,000","$17,287,309","$7,587,485","$9,699,824",2014,1 win & 2 nominations.,"Comedy, Drama, Mystery",A24,R,6.3
121,Scouts Guide to the Zombie Apocalypse,"$15,000,000","$16,137,046","$3,703,046","$12,434,000",2015,5 nominations.,"Action, Comedy, Horror",Broken Road Productions,R,6.3
122,Unfinished Business,"$35,000,000","$14,431,253","$10,219,501","$4,211,752",2015,1 nomination.,"Comedy, Drama",20th Century Fox,R,5.4
123,Do You Believe?,"$2,300,000","$14,410,698","$12,985,600","$1,425,098",2015,2 nominations.,Drama,Freestyle Releasing,PG-13,6.1
124,Woodlawn,"$13,000,000","$14,401,617","$14,394,097","$7,520",2015,1 nomination.,"Drama, Sport",Pure Flix Entertainment,PG,6.5
125,Hot Tub Time Machine 2,"$14,000,000","$13,081,651","$12,314,651","$767,000",2015,2 nominations.,"Comedy, Mystery, Sci-Fi",Paramount Pictures,R,5.1
126,Child 44,"$50,000,000","$12,951,093","$1,224,330","$11,726,763",2015,2 nominations.,"Crime, Drama, History, Thriller",Summit Entertainment,R,6.5
127,The Green Inferno,"$1,000,000","$12,666,449","$7,192,291","$5,474,158",2013,1 win & 6 nominations.,"Adventure, Horror",High Top Releasing,R,5.3
128,Trumbo,"$15,000,000","$11,430,025","$7,857,741","$3,572,284",2015,Nominated for 1 Oscar. Another 8 wins & 43 nominations.,"Biography, Drama",Bleecker Street Media,R,7.5
129,Danny Collins,"$10,000,000","$10,835,752","$5,637,066","$5,198,686",2015,Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,"Biography, Comedy, Drama, Music",Bleecker Street Films,R,7.0
130,Me and Earl and the Dying Girl,"$8,000,000","$9,074,749","$6,758,416","$2,316,333",2015,17 wins & 29 nominations.,"Comedy, Drama, Romance",Fox Searchlight,PG-13,7.7
131,The Lobster,"$4,500,000","$6,504,366","$376,871","$6,127,495",2015,Nominated for 1 Oscar. Another 33 wins & 74 nominations.,"Comedy, Drama, Romance, Sci-Fi, Thriller",A24 Films,R,7.2
132,Testament of Youth,"$10,000,000","$5,874,883","$1,822,250","$4,052,633",2014,5 wins & 5 nominations.,"Biography, Drama, History, War",Sony Pictures Classics,PG-13,7.3
133,Anomalisa,"$8,000,000","$5,659,286","$3,759,286","$1,900,000",2015,Nominated for 1 Oscar. Another 25 wins & 75 nominations.,"Animation, Comedy, Drama, Romance",Starburns Industries,R,7.3
134,Truth,"$9,600,000","$5,383,097","$2,541,854","$2,841,243",2015,1 win & 6 nominations.,"Biography, Drama, History",Sony Pictures,R,6.8
135,Mustang,"$1,400,000","$5,274,664","$845,464","$4,429,200",2015,Nominated for 1 Oscar. Another 44 wins & 60 nominations.,Drama,CG Cinéma,PG-13,7.6
136,X-Men: Days of Future Past,"$200,000,000","$4,765,472","$30,207","$4,735,265",2014,Nominated for 1 Oscar. Another 16 wins & 47 nominations.,"Action, Adventure, Sci-Fi, Thriller",20th Century Fox,PG-13,8.0
137,By the Sea,"$20,000,000","$3,334,927","$538,460","$2,796,467",2015,1 win & 2 nominations.,"Drama, Romance",Universal Pictures,R,5.3
138,Jane Got a Gun,"$25,000,000","$3,067,531","$1,513,793","$1,553,738",2015,1 nomination.,"Action, Drama, Western",Relativity Media,R,5.9
139,Jem and the Holograms,"$5,000,000","$2,333,684","$2,184,640","$149,044",2015,2 nominations.,"Adventure, Drama, Family, Fantasy, Music, Romance, Sci-Fi",Universal Pictures,PG,4.1
140,My All-American,"$20,000,000","$2,246,000","$2,246,000",-,2015,1 win.,"Biography, Drama, Sport",Aviron,PG,7.1
141,The Diary of a Teenage Girl,"$2,000,000","$1,775,133","$1,477,002","$298,131",2015,16 wins & 36 nominations.,"Comedy, Drama, Romance",Sony Pictures Classics,R,6.9
142,Iris,"$5,500,000","$1,620,708","$1,310,678","$310,030",2001,Won 1 Oscar. Another 13 wins & 31 nominations.,"Biography, Drama, Romance",Miramax Films,R,7.0
143,Queen of the Desert,"$36,000,000","$1,592,853",-,"$1,592,853",2015,1 nomination.,"Adventure, Biography, Drama, History, Romance",IFC Films,PG-13,5.7
144,Freeheld,"$7,000,000","$1,474,471","$573,335","$901,136",2015,1 win & 10 nominations.,"Biography, Drama, Romance",Summit Entertainment,PG-13,6.6
145,Maggie,"$4,500,000","$1,394,052","$187,112","$1,206,940",2015,1 win & 4 nominations.,"Drama, Horror",Lionsgate Films,PG-13,5.6
146,Slow West,"$3,750,000","$1,295,574","$229,094","$1,066,480",2015,7 wins & 18 nominations.,"Action, Adventure, Western",A24 and DIRECTV,R,6.9
147,Life,"$75,000,000","$1,231,606",-,"$1,231,606",2017,7 nominations.,"Horror, Sci-Fi, Thriller",Skydance Films,R,6.6
148,Life,"$58,000,000","$1,231,606",-,"$1,231,606",2017,7 nominations.,"Horror, Sci-Fi, Thriller",Skydance Films,R,6.6
149,Life,"$75,000,000","$100,541,806","$30,234,022","$70,307,784",2017,7 nominations.,"Horror, Sci-Fi, Thriller",Skydance Films,R,6.6
150,Life,"$58,000,000","$100,541,806","$30,234,022","$70,307,784",2017,7 nominations.,"Horror, Sci-Fi, Thriller",Skydance Films,R,6.6
151,The D Train,"$3,000,000","$774,780","$673,151","$101,629",2015,1 nomination.,"Comedy, Drama",IFC Films,R,5.0
152,Lost River,"$2,000,000","$615,500","$45,431","$570,069",2014,3 wins & 5 nominations.,"Drama, Fantasy, Mystery, Thriller",Warner Bros. Pictures,R,5.8
153,Brotherly Love,"$1,900,000","$478,595","$478,595",-,2015,2 nominations.,Drama,Freestyle Releasing,R,6.7
154,Manglehorn,"$4,000,000","$459,636","$143,101","$316,535",2014,1 nomination.,Drama,IFC Films,PG-13,5.6
155,Song One,"$6,000,000","$408,918","$32,251","$376,667",2014,1 nomination.,"Drama, Music",Film Arcade,PG-13,5.8
156,Stonewall,"$2,000,000","$292,669","$187,674","$104,995",2015,4 nominations.,"Drama, History",Roadside Attractions,R,5.2
157,The Last Five Years,"$2,000,000","$292,092","$145,427","$146,665",2014,1 win & 1 nomination.,"Comedy, Drama, Musical, Romance",Radius-TWC,PG-13,5.9
